,BTC vs SPY,BTC vs QQQ,BTC vs Gold,BTC vs TLT
2024-06-25,0.17382084268229922,0.16613938235905046,0.020245353971054387,0.04351225043780503
2024-06-26,0.17227701624604555,0.16331429452093987,0.023445089390256135,0.04694896684375313
2024-06-27,0.17112649484766557,0.16211380807534173,0.025878546483905408,0.047753755147624914
2024-06-28,0.1729347663608223,0.16423722217086814,0.02504448738923077,0.05412056836887216
2024-07-01,0.17278087727632635,0.16647639276553253,0.026296593156862405,0.047869522083234646
2024-07-02,0.1719717327535876,0.1651825215185682,0.026728420213589593,0.04663472515387698
2024-07-03,0.1693823625292754,0.16131865360426242,0.021176593465054898,0.042334488967615956
2024-07-05,0.16164497231423192,0.15213919198540443,0.0075589528699958365,0.03317343919940164
2024-07-08,0.15861422163970954,0.14984764944346457,0.006644272048390065,0.029395231616329443
2024-07-09,0.15933972216410608,0.1504146078058971,0.005748193079557932,0.02916088418793508
2024-07-10,0.15759876738684858,0.1492148451755936,0.005418777513091924,0.028868534588993595
2024-07-11,0.1585350416212036,0.15038580209599742,0.0027009942208036904,0.027427807144599897
2024-07-12,0.16070714349695125,0.15270951939641872,0.004573669549160559,0.029249771394301672
2024-07-15,0.15660009734928523,0.14530511029403143,0.008632227623960471,0.00873476498119222
2024-07-16,0.15581299394336248,0.14507266491907966,0.006208780124773379,0.0060464125266929455
2024-07-17,0.15975413828709067,0.15061228373154542,0.00768488909972608,0.006045158053177603
2024-07-18,0.16200682464381183,0.15231871559721283,0.01034645348141002,0.007270114003166531
2024-07-19,0.15602285403636756,0.1467374162050056,-0.0004489048745226915,0.004854097828123663
2024-07-22,0.15634799865052146,0.14715196184910245,-0.001177117687302494,0.003465899927994572
2024-07-23,0.1572971600537514,0.14855078916983913,-0.0022658764469413875,0.0038702721993011014
2024-07-24,0.1609321681286645,0.15051188584156908,-0.003596374994754394,0.004236289992730315
2024-07-25,0.16054846180399038,0.14998446606819332,-0.0040256932375020114,0.00443608286129877
2024-07-26,0.16478239062926947,0.15286852417601918,-2.0367132780437243e-05,0.00708391696511435
2024-07-29,0.1639792949681141,0.15217960647237946,-0.001468434426214115,0.0038559230832321914
2024-07-30,0.1655353689782707,0.1547241040629553,-0.003182747402444826,0.003262960916080094
2024-07-31,0.15668499063230404,0.14253678856285834,-0.009782903509012203,0.00012748822471410337
2024-08-01,0.15424542822420323,0.13906411979121014,-0.008421077962147316,0.003158132215744613
2024-08-02,0.16775768250407036,0.15069227411704364,-0.007505870376586067,-0.022365361753734447
2024-08-05,0.21619163264786476,0.18675961225594073,0.015980143780383132,-0.02950904640960724
2024-08-06,0.21951529956980292,0.1892593177495595,0.011935023932533085,-0.03688646424146216
2024-08-07,0.22177951368649124,0.19154920134978137,0.012392898991078052,-0.03510683692881494
2024-08-08,0.25424185678554223,0.22421588014295696,0.03698247977750454,-0.04465405885325497
2024-08-09,0.2524321463110856,0.2224865856936005,0.03587563048717051,-0.045817695746471175
2024-08-12,0.25217202209783574,0.2218899271946943,0.029297562128333263,-0.048485491064846606
2024-08-13,0.25410190983059755,0.2240435640646164,0.028614544786749376,-0.04725669239658203
2024-08-14,0.25276613076367627,0.22456274005086285,0.03249283076368987,-0.0494609789803907
2024-08-15,0.24397458804960856,0.215306607850276,0.03127458990381406,-0.048057375927815255
2024-08-16,0.2424674396264095,0.2133979532110395,0.034723145357997566,-0.04915300122450461
2024-08-19,0.23594583728753696,0.20657293606340893,0.0321785092747504,-0.05314570621128149
2024-08-20,0.23637480827542012,0.20646802832533329,0.031466100596240075,-0.05321892471494903
2024-08-21,0.23737000311412793,0.20817971309042113,0.03035480845146646,-0.053391460772608826
2024-08-22,0.2386076702583919,0.20999613282098198,0.033161666652752726,-0.05078385746262596
2024-08-23,0.2438873510869584,0.2134489862287474,0.03943998861079741,-0.05014262598550795
2024-08-26,0.2434233232011959,0.21395703122802617,0.03854488640485173,-0.050513119810359115
2024-08-27,0.24283916281385878,0.21237982358227034,0.03688894218620428,-0.04865033742137784
2024-08-28,0.24396980094095874,0.21360820809954126,0.03810321696219531,-0.048422346192343466
2024-08-29,0.23494545037418607,0.2032026815445628,0.03190954204158439,-0.05544364979538936
2024-08-30,0.23442752264718092,0.2029527024928552,0.033101120048475895,-0.05464000738612309
2024-09-03,0.2401171347983019,0.212246170555147,0.033554620272683945,-0.05782560079594317
2024-09-04,0.23995809507632987,0.2118420978402762,0.03346769492091856,-0.05869409447897093
2024-09-05,0.24095798809120347,0.21140121894062638,0.029570863031654043,-0.06152978949608034
2024-09-06,0.24892431036870313,0.22044501627291244,0.03383328505473548,-0.06097359144281665
2024-09-09,0.2560301897442583,0.22714787304723918,0.03582722937962188,-0.0588068106619804
2024-09-10,0.256544104620204,0.22770199267458996,0.03598356864135366,-0.057653656361268825
2024-09-11,0.25796560130276297,0.2286368002966879,0.03667110105766761,-0.06044662696955173
2024-09-12,0.26125867827637617,0.23282582459121545,0.04041686139134346,-0.06239287462839408
2024-09-13,0.2628476627184231,0.23332084144705173,0.0450522062067145,-0.06121633931714051
2024-09-16,0.2613248169899778,0.23452030399882667,0.045707972084359186,-0.06444281808660915
2024-09-17,0.2617549888101464,0.234946791378517,0.04289508109156028,-0.06635596631142884
2024-09-18,0.2604219322504244,0.23367980800610041,0.0406480491823097,-0.06884385396092199
2024-09-19,0.2629009260142686,0.23618314594483705,0.0438916578560361,-0.06846131729364893
2024-09-20,0.2627027256594245,0.23597194600818994,0.043727787242414363,-0.06825687173255555
2024-09-23,0.2591064348225711,0.2325845734315505,0.04116700370632002,-0.07633999263476819
2024-09-24,0.2592245924981514,0.23286956634959344,0.04289499548387818,-0.07619307051933975
2024-09-25,0.26083344624032034,0.2334169648399633,0.04246805300721402,-0.07889241894345739
2024-09-26,0.26202366249046916,0.23457216917562237,0.04296162964428047,-0.07858679005728511
2024-09-27,0.26176340426052286,0.23400488275513043,0.042624430386075794,-0.07827534679643419
2024-09-30,0.2582039264198584,0.23153543413027294,0.049107498797365826,-0.07614535532355124
2024-10-01,0.26270281904159,0.23673332592336133,0.04292278162337294,-0.07908685284618193
2024-10-02,0.2633972143846545,0.2356273268124753,0.04611603289707368,-0.07497937536123304
2024-10-03,0.2636563388510191,0.23557222967416191,0.045770568751976756,-0.0772159976202552
2024-10-04,0.2645308561457144,0.23635225264237938,0.04515598371199512,-0.08128321842600597
2024-10-07,0.2635192950664142,0.23535313234483246,0.04448974672759626,-0.08228315603267847
2024-10-08,0.2609032654915707,0.23235286603484068,0.04432926711664175,-0.08038633226165497
2024-10-09,0.25948899821616805,0.23073284555536122,0.050635017372041395,-0.0746379186132128
2024-10-10,0.26057687118799805,0.2314892979661,0.04952739846673707,-0.07440566785517982
2024-10-11,0.26345420328531066,0.23292701579450284,0.05497725273521157,-0.0712625371789989
2024-10-14,0.2668248911448306,0.2352938081666683,0.052213104288442,-0.07458057858766332
2024-10-15,0.26494867638736447,0.23348422539396496,0.053830370919179645,-0.0732959695659587
2024-10-16,0.2593988051662788,0.2290629169990057,0.05898013849098726,-0.0625942984300841
2024-10-17,0.259381524940208,0.22882135010738153,0.05856868972537195,-0.06207759613706049
2024-10-18,0.25999390337020706,0.22900348200569404,0.0612325525699379,-0.06295724278553003
2024-10-21,0.2629982725995026,0.23029873102894705,0.06037748175348228,-0.056496248654641444
2024-10-22,0.27114965907652067,0.2367309632384399,0.05928904209840307,-0.058397200430203716
2024-10-23,0.2838202124378884,0.2416751762529067,0.07021563364972097,-0.07443626715212424
2024-10-24,0.282421651142202,0.24147890587298115,0.07244906123437175,-0.07627951366161206
2024-10-25,0.28869833792087496,0.246654527971896,0.0716079107182387,-0.07103227600588219
2024-10-28,0.2879299954497037,0.2439733165200768,0.07065227953669614,-0.07053714481086323
2024-10-29,0.28678243160556827,0.2468051090282752,0.07660198771579033,-0.07060674039418141
2024-10-30,0.28609110274734056,0.2463053949786548,0.07746767402155788,-0.07004357969668001
2024-10-31,0.291873722048568,0.25224658076881673,0.08418097312604668,-0.07028584442178039
2024-11-01,0.28943303416324273,0.24912255784356288,0.08625187451369029,-0.0731112574966883
2024-11-04,0.2985125209561348,0.25442006768085024,0.08660726537761623,-0.07380353428340893
2024-11-05,0.30216841631243957,0.2576435533622239,0.08709641448904919,-0.07188986884895648
2024-11-06,0.32326300496070287,0.2750327428512827,0.050086978391779335,-0.09842200249441616
2024-11-07,0.3226841554220258,0.27372788196805176,0.05038043937226905,-0.09996001083124538
2024-11-08,0.32281707298388945,0.27372992390129236,0.050297650002615296,-0.09998853504200025
2024-11-11,0.3142914099947994,0.26328657513849785,0.0013812016868121402,-0.10004945239489671
2024-11-12,0.314404342523303,0.2628556016006163,0.004696024315656251,-0.0981207722177371
2024-11-13,0.31331678226644766,0.26107820022633,0.002599216012002835,-0.10165954454802645
2024-11-14,0.328551516367909,0.27207048695823466,0.007258769924174038,-0.09718911439065146
2024-11-15,0.318630116933867,0.2604104455526349,0.008679358268371769,-0.08882143206418719
2024-11-18,0.3193462338894707,0.2605096153148537,0.012579836888603042,-0.08236013590496943
2024-11-19,0.31974646751241875,0.2612805815225426,0.014128144783385135,-0.0818424366648638
2024-11-20,0.3181633096491761,0.2593144725121539,0.015703611182266052,-0.084004541745532
2024-11-21,0.3185753271136952,0.2573829567374586,0.024721289987504086,-0.08494093636624975
2024-11-22,0.317841015371117,0.25685428092526524,0.02743765247201654,-0.08682128053580696
2024-11-25,0.3137274193129186,0.2550429514326819,0.04927931541377338,-0.10418435942271131
2024-11-26,0.31198237864510453,0.2539531007456326,0.05024122012230656,-0.10073945697044466
2024-11-27,0.3087772897239829,0.2493529276853538,0.049221463909453846,-0.09756973206784704
2024-11-29,0.30921525740986316,0.24987939944152254,0.05015800570869885,-0.09578711815121808
2024-12-02,0.3092645711991802,0.24706710020171926,0.05191656974896516,-0.09771373971280929
2024-12-03,0.308262241588296,0.24682512719451974,0.04813068091199546,-0.10289113925745401
2024-12-04,0.32074666268204177,0.26055418754284043,0.07154899501115478,-0.09637314052921543
2024-12-05,0.3234588265405196,0.2615824700753319,0.07693150628516267,-0.11019415253183959
2024-12-06,0.32276991658997845,0.26277899057280896,0.07694357417417855,-0.10816510147024594
2024-12-09,0.3264813926083054,0.2673697358412658,0.07381066262680148,-0.10565332476620043
2024-12-10,0.32642881547247754,0.26738422010000856,0.07510932930536525,-0.10343515480481169
2024-12-11,0.33456010892243365,0.28019569755951934,0.06952530709854897,-0.1106697656459936
2024-12-12,0.3354918717703615,0.2811712889724178,0.07203157033763732,-0.10799605681726694
2024-12-13,0.33182430988202855,0.279014007950738,0.06310975600071057,-0.119503344671362
2024-12-16,0.332837165135971,0.2829775540762354,0.06368177066591775,-0.11923164036116154
2024-12-17,0.3321278221757627,0.28456222679513626,0.06042124482343138,-0.11900617608434674
2024-12-18,0.34638301269691496,0.298943855952715,0.07378266824136986,-0.10737179764146768
2024-12-19,0.34768687554879374,0.3006389958038782,0.07445020379393039,-0.10043731731389077
2024-12-20,0.3551425848656232,0.3064108788081337,0.07654022893822969,-0.10321302441366328
2024-12-23,0.35234882618188773,0.30284137522628773,0.0786913904055897,-0.09894111854211947
2024-12-24,0.3559044287671501,0.30614109034201115,0.0790141086435139,-0.09661851302381973
2024-12-26,0.3583336384846841,0.30883506959905715,0.07975321651973266,-0.09512423761649684
2024-12-27,0.3599303074663303,0.3105646568313309,0.08081820164856335,-0.09771139664422944
2024-12-30,0.3615216296417482,0.3121051433049313,0.08006146343958995,-0.10168178634704404
2024-12-31,0.3604150490368595,0.3106412959032461,0.07986449277699452,-0.10390125426496652
2025-01-02,0.36680601790462225,0.3240635402158449,0.08747036270088691,-0.09877151882204185
2025-01-03,0.3625416420893034,0.32030462208087457,0.08126176921426496,-0.09667620802439907
2025-01-06,0.36623558913783766,0.32511571221221924,0.0802033350176965,-0.09390020689594436
2025-01-07,0.3722289019631691,0.3319616273360654,0.07681845735739358,-0.08634677045556173
2025-01-08,0.3646409682430917,0.3240934361886876,0.08247635155759707,-0.09513759173883535
2025-01-10,0.3628198443187839,0.32427070858341,0.08149372359274659,-0.09625443125144442
2025-01-13,0.36255522822997166,0.3241765273168315,0.08229254675979174,-0.09590386377081134
2025-01-14,0.36239395512193234,0.3238144627463759,0.08319232790738253,-0.09557848850367402
2025-01-15,0.3707340998754757,0.33175328661949094,0.09495696627561491,-0.08902704158963773
2025-01-16,0.3714732445266155,0.3323079163580042,0.09471430760262153,-0.08947831874458283
2025-01-17,0.37425586860765664,0.33620614205533783,0.0893581919904277,-0.08846537432144486
2025-01-21,0.3806931440707621,0.3433187398515099,0.09451033558585695,-0.09187116954091991
2025-01-22,0.3790170985840581,0.339988167121056,0.0929950564368461,-0.09007679559309098
2025-01-23,0.38143650007037644,0.34179162019669823,0.09022071318735926,-0.08605388326817766
2025-01-24,0.38097851744031697,0.3412335232106788,0.09028257082429711,-0.08550370011509775
2025-01-27,0.3842032818053486,0.3451309239115252,0.09445233043883264,-0.08965156775547452
2025-01-28,0.3829505174397727,0.34253938076567675,0.09356648093933746,-0.08897913842867085
2025-01-29,0.3834508129703679,0.34591675208620914,0.09358306859673454,-0.08865428714834263
2025-01-30,0.3816787883161738,0.3441744581912281,0.09222157974995633,-0.0933976348145899
2025-01-31,0.38294118133526733,0.3438571866625495,0.09193681615799149,-0.08983085160583006
2025-02-03,0.3841254645778351,0.3442461761076555,0.09093782970041776,-0.08974537758583671
2025-02-04,0.38009068305983135,0.3382474058741795,0.08599728346001251,-0.09401401312479196
2025-02-05,0.38032597440771937,0.3389362454504916,0.08500709116608471,-0.09846175172109665
2025-02-06,0.3794581307885704,0.33847441986097093,0.08397671278351683,-0.10381256019216714
2025-02-07,0.378794620626764,0.33837329724162063,0.08370357082397603,-0.10438183243430772
2025-02-10,0.37723655924090116,0.3368259796823713,0.08488174362620865,-0.1031674643874618
2025-02-11,0.3773150269961387,0.337223572468626,0.0866125150792453,-0.09995248274317352
2025-02-12,0.37434728728658395,0.33484496014830484,0.0890718272349108,-0.10202819316093494
2025-02-13,0.37382574289532267,0.33612765485282514,0.09051253870222778,-0.10623844103208216
2025-02-14,0.3746644900207715,0.33641752286354043,0.08791856002485247,-0.10829692707198964
2025-02-18,0.37075582686461855,0.3333052661100354,0.08445853400769572,-0.10709243435037782
2025-02-19,0.37136385533806676,0.33324601451620023,0.08444878905250097,-0.10695046982491166
2025-02-20,0.3703909133992205,0.3328680957602974,0.08422040667590308,-0.10616066338772404
2025-02-21,0.3732214909866684,0.33595278431504944,0.08493235299295106,-0.10968190046365758
2025-02-24,0.37529481947245147,0.33980314051064675,0.08195796122534985,-0.11235339861580045
2025-02-25,0.38543571061916926,0.3505490305249205,0.08684689450901889,-0.11775284031271502
2025-02-26,0.38401125234244454,0.34780268523299396,0.08716659159165728,-0.11923736148836019
2025-02-27,0.38821703600365004,0.3469015324190679,0.09017333746419326,-0.1173561571795899
2025-02-28,0.38477535965686843,0.3451751647793056,0.09221171056827387,-0.11420017982052519
2025-03-03,0.38426647738308184,0.34906278046123956,0.09531420463629957,-0.12240382715778057
2025-03-04,0.3817673348595115,0.35094206039827114,0.09729983021765709,-0.12195004257281418
2025-03-05,0.3838518847246242,0.3525532817423008,0.09423233247806762,-0.1270857095136231
2025-03-06,0.39020856338733745,0.3600851050195463,0.0800079284568946,-0.12350277479307037
2025-03-07,0.38038025179176926,0.34844138091157806,0.08478546716839387,-0.11004218300759391
2025-03-10,0.4015116079629111,0.37108969426832766,0.09218547377115277,-0.12446314784045287
2025-03-11,0.39183573864528665,0.3674076730778934,0.09775259594470881,-0.1286681265766891
2025-03-12,0.3945189032974887,0.3717986125032848,0.09656585536054556,-0.1288900770971907
2025-03-13,0.40093952044884074,0.3794131268115522,0.08943955400395076,-0.1325590585878428
2025-03-14,0.40785788523360345,0.386071246735492,0.0877090758452231,-0.13600335833459745
2025-03-17,0.4082196069521837,0.3881911833359808,0.08636161854514038,-0.1347236631237131
2025-03-18,0.40892778110822536,0.38903411747846334,0.08252858918265162,-0.14084290526853668
2025-03-19,0.4112442579057714,0.3905282788169303,0.08231930611608533,-0.13726294706607403
2025-03-20,0.41483978776221386,0.3943630299673384,0.0833757495126402,-0.13864819889230875
2025-03-21,0.4262775645240749,0.4008560364542853,0.08202590753724456,-0.13693602757363255
2025-03-24,0.4272596590464789,0.4020647501438358,0.06812435073796365,-0.1434081931323682
2025-03-25,0.4297816550894652,0.40446379046618086,0.06713869721173084,-0.14270858333136968
2025-03-26,0.4291416188971217,0.40477027658127074,0.06434953944201949,-0.13867508148195828
2025-03-27,0.44054519025061106,0.4151680417351109,0.063303430048986,-0.134482225886086
2025-03-28,0.4444089123691562,0.4193105687278989,0.060624601240714136,-0.13997704171489347
2025-03-31,0.44332664096253727,0.4193742260274172,0.0574146571286806,-0.14173702403286775
2025-04-01,0.4439187669783265,0.42126675935067337,0.05373838109448208,-0.13746816054292704
2025-04-02,0.4397357689337479,0.41843926298058576,0.0552193665731579,-0.14233698731495917
2025-04-03,0.4079848367201866,0.39835360224713123,0.06573433667122822,-0.14798781992903678
2025-04-04,0.3735770247101651,0.376570028998562,0.062091454651062306,-0.14639498627010242
2025-04-07,0.38016404590864306,0.38015098212947385,0.07995432726802844,-0.12301810747085372
2025-04-08,0.38685462227146483,0.38583467894824625,0.08020680694506845,-0.11440888390159556
2025-04-09,0.4060407621923471,0.41013656676741966,0.10914878250436098,-0.10705874511760417
2025-04-10,0.4116649547767006,0.41703023933629696,0.099807751247394,-0.08750275548809117
2025-04-11,0.41915654105192707,0.4226763663768703,0.11122896487251957,-0.0790821014560233
2025-04-14,0.420650562425575,0.42498971337044184,0.11264687634319534,-0.07838876205813881
2025-04-15,0.4174888476729898,0.42181300862586985,0.10561308564597638,-0.07623412648745222
2025-04-16,0.41028180221299404,0.41402814848352376,0.1177077882257417,-0.08905093265981444
2025-04-17,0.4104447929649011,0.4139625713133282,0.11705052635861865,-0.08960311255722814
2025-04-21,0.39893022031238956,0.4034831452871213,0.12125319818737405,-0.09007694492271849
2025-04-22,0.4103388107595129,0.41370414397315924,0.10747424012162972,-0.08236969392133962
2025-04-23,0.409970698349715,0.41417119563761295,0.10599766911075105,-0.08226870955333004
2025-04-24,0.4060660535177042,0.41038705679031673,0.12091268316940751,-0.08117928680982439
2025-04-25,0.40783755154063434,0.41213696990957777,0.11935574432792916,-0.08045697990442321
2025-04-28,0.40840571603632553,0.4137728820773465,0.11809203881420874,-0.08392841124325737
2025-04-29,0.4077864007905233,0.41329962414337146,0.11899450253543346,-0.08479381258553527
2025-04-30,0.40947827841047124,0.4156780742080575,0.11944190508467582,-0.08352344019882389
2025-05-01,0.41035986538084496,0.4169620661104486,0.11277117226754123,-0.08500638730208103
2025-05-02,0.4047643653184927,0.41205105248536866,0.10145278335898229,-0.0917954372219439
2025-05-05,0.4054504400245381,0.4116963220971392,0.09598357762950308,-0.08608308883176101
2025-05-06,0.4025600333641785,0.4090516257396733,0.10118690955458001,-0.08593641341094939
2025-05-07,0.39895942444680244,0.403869490188392,0.10308846675452178,-0.09502495492514652
2025-05-08,0.40007625342129033,0.4055250191679271,0.08706709593273902,-0.10348907466699415
2025-05-09,0.40040614007198305,0.4056851259669485,0.08573061826041592,-0.10244933097630636
2025-05-12,0.3941424289272988,0.399455776548836,0.08493286906746861,-0.10360901010167754
2025-05-13,0.3938221661550236,0.40017920535071155,0.08123398326856678,-0.10616455078233525
2025-05-14,0.3950543957362931,0.40127584412500383,0.08583464624818833,-0.10854739305042849
2025-05-15,0.3958634688065829,0.4016890485260089,0.09021502216709598,-0.10974925678822264
2025-05-16,0.39683412157689635,0.40307087226978666,0.09273995283430997,-0.10828261651331915
2025-05-19,0.3930444505102725,0.3992538968276499,0.08648514103661276,-0.12443322748298742
2025-05-20,0.39238688486815293,0.39875739949602146,0.0868055495633383,-0.12542396822441315
2025-05-21,0.38659945159113845,0.39559215087404936,0.08445735510326254,-0.1280832389496542
2025-05-22,0.3890215338813792,0.3956411248392821,0.08124205766313848,-0.125338361624064
2025-05-23,0.3911545369178023,0.39774716642259994,0.07047434482442307,-0.12461239259032705
2025-05-27,0.3914755668334592,0.39853328784743913,0.0641632370365194,-0.12115087730485224
2025-05-28,0.3910574605167823,0.39843641543859715,0.06053728332434895,-0.1221967093513079
2025-05-29,0.38971250783989503,0.39764508346943783,0.059389857343604364,-0.12495014313818678
2025-05-30,0.3897795121645434,0.39787969701382553,0.06150492558285048,-0.12693632232559277
2025-06-02,0.38970244806783855,0.3979603350101515,0.06388104030026726,-0.13123904170566192
2025-06-03,0.39020699436072814,0.39871992128957295,0.0644776227523585,-0.13261532065778675
2025-06-04,0.3919687775080513,0.3983973959749341,0.062830293890696,-0.1325433619826462
2025-06-05,0.39293054755647755,0.39912926317057557,0.0636593526107197,-0.1373183132028103
2025-06-06,0.3946969495649433,0.40024072817687684,0.06205226473145447,-0.1454521038124251
2025-06-09,0.3926593860441146,0.39867553806575984,0.0631562437390796,-0.14446109570282542
2025-06-10,0.39240147992765334,0.39842832651283966,0.0636728766469627,-0.14469577476282897
2025-06-11,0.3926890634992863,0.39880213549985283,0.05513582791609118,-0.15219410512146736
2025-06-12,0.39118713593719345,0.3978882767196694,0.05165085925925033,-0.1561025836376498
2025-06-13,0.39207498320848005,0.40001690112003685,0.05203589371887306,-0.15163329560699343
2025-06-16,0.3916021486064903,0.39940278224174586,0.05094131945987596,-0.1532694491285165
2025-06-17,0.39360810729517315,0.4019056732104687,0.04869688702572911,-0.15250497451041706
2025-06-18,0.39375397713100385,0.40259040785962297,0.05046002875339728,-0.15122299998327815
2025-06-20,0.39388788874812874,0.402903248503143,0.051208096177222655,-0.15040964899312917
2025-06-23,0.395809739703715,0.4041524925894765,0.052185583321573616,-0.14690711167155632
2025-06-24,0.3953468217023376,0.4034933101040664,0.05255114425181373,-0.1473313114099537
2025-06-25,0.3951823120200275,0.4033842021787023,0.050369782388295085,-0.14715297234810523
2025-06-26,0.39519926526337035,0.40036236241525386,0.052669087886525745,-0.14510981753015684
2025-06-27,0.3947784011839323,0.399173590061522,0.05438539894046883,-0.14555335130673897
2025-06-30,0.3949912576852737,0.39944797908267116,0.0519130871807466,-0.1500734492688867
2025-07-01,0.3949248758833812,0.4000724380260748,0.0494512896725157,-0.15120046879713622
2025-07-02,0.3947924183605866,0.40016512800573784,0.050277446835442094,-0.16090757006357348
2025-07-03,0.3955189175963557,0.3999311246996287,0.049466696554502004,-0.1532320271580601
2025-07-07,0.3975183399696832,0.402210146903199,0.04932326447910565,-0.14934206481738094
2025-07-08,0.3996079207231385,0.40520552122135056,0.05257310776886533,-0.14423317239334482
2025-07-09,0.4064373737914021,0.4138523425378656,0.06212922301360946,-0.13489798353832114
2025-07-10,0.4060565901334562,0.41203619790215584,0.06211260625350582,-0.1340254832285135
2025-07-11,0.4057413392291052,0.4119867796307959,0.06293557475494904,-0.13423688279586946
2025-07-14,0.40692465852037535,0.41310605370554043,0.06214084676973951,-0.1343070676018957
2025-07-15,0.40701635233538175,0.41259129084961027,0.06553603681572606,-0.1309256841097503
2025-07-16,0.4069286501875924,0.4124463110675429,0.0658684695325498,-0.13128058272119322
2025-07-17,0.41597726356176273,0.4222419578759216,0.06509605998815694,-0.11591604032649085
2025-07-18,0.41609233126956285,0.4222463306351238,0.06508484875181368,-0.11694931637967168
2025-07-21,0.4146444413125549,0.42074338405952416,0.0624509257670779,-0.1176868666868335
2025-07-22,0.41417428714949966,0.41928718691442385,0.06372226331971294,-0.11651586046699479
2025-07-23,0.4172921219469812,0.42356405394690255,0.07533090567737988,-0.11239315666673796
2025-07-24,0.41682936701226597,0.42302129423029305,0.07593677882511446,-0.1118470896824573
2025-07-25,0.4164380208633496,0.42258874973167315,0.07771030460751506,-0.11326860436948823
2025-07-28,0.41665115776533534,0.4238474811559162,0.07707660231190276,-0.11527608013319265
2025-07-29,0.41708520100645513,0.42472209879142614,0.07807584380979127,-0.11574734505368206
2025-07-30,0.41528809090501667,0.42349916897215073,0.07543639200519778,-0.11926065685571498
2025-07-31,0.41603655843603354,0.4245351070800939,0.07353228002755591,-0.11801676792826254
2025-08-01,0.417782517368579,0.4260435027622298,0.06907910648071784,-0.12164378139386886
2025-08-04,0.42456753417818455,0.4365799312392975,0.07536591572050536,-0.11751828523285718
2025-08-05,0.42747076515192634,0.4411240965389608,0.07594223398968823,-0.11933498697084255
2025-08-06,0.4205399514534232,0.4338868425800167,0.07396216819463626,-0.09351956231922248
2025-08-07,0.39919362756530746,0.4187723442097325,0.056794744750497464,-0.08632306766054788
2025-08-08,0.39642612652782966,0.41654410939791137,0.06124168895546063,-0.07471100257867647
2025-08-11,0.3946933494527612,0.41442852748275416,0.057738201625280164,-0.07691418552774826
2025-08-12,0.38151372965188807,0.4000656623259103,0.038014143773885935,-0.06847851298807686
2025-08-13,0.38261923957764277,0.4003365944969723,0.03873676121685347,-0.0624308290521068
2025-08-14,0.3818387279811199,0.4002606405151251,0.04871584101780981,-0.05515765847592163
2025-08-15,0.3803841229308782,0.39888899859618454,0.04948090083146558,-0.05606583811352936
2025-08-18,0.38240574465690075,0.3998217802979709,0.04603099551310514,-0.0519831814632033
2025-08-19,0.3896510853669407,0.41026230234123273,0.04929902897627608,-0.058260373637741836
2025-08-20,0.38918142807118333,0.40971818478450767,0.04526167444382264,-0.05918318840222703
2025-08-21,0.38945382383041277,0.40997320388418257,0.04662984164137116,-0.05822643200823458
2025-08-22,0.393024606101128,0.4126773725910411,0.05124153361177911,-0.051842528280273935
2025-08-25,0.39289628238729046,0.41096873333970574,0.05480844289215535,-0.04943376986466776
2025-08-26,0.3922687704546838,0.4099559078609004,0.05324301852690827,-0.052153403489056616
2025-08-27,0.3892877721847384,0.4082425423893056,0.045904353491517495,-0.05927556213425628
2025-08-28,0.38920871742799484,0.40725731839430795,0.047197708477232425,-0.05901535095194717
2025-08-29,0.3940243514473281,0.414115383827674,0.04410323734508188,-0.056033313938935764
2025-09-02,0.39058723541739143,0.4106988255483198,0.04913814086093939,-0.05880747133268536
2025-09-03,0.39060124093089704,0.4107388201160548,0.04911050449334761,-0.05811792638862915
2025-09-04,0.3903302183427004,0.4107089755623477,0.04920555549801313,-0.061030514611214795
2025-09-05,0.38597512793621586,0.40592857672472926,0.04634742467616267,-0.05342925324257648
2025-09-08,0.3863452021309309,0.4064446258384409,0.04758873962680541,-0.05258148886021661
2025-09-09,0.38606728303129345,0.407413102184081,0.05114019164021926,-0.048626902114184876
2025-09-10,0.38078221619952723,0.40024640881225887,0.046968678806348294,-0.04682553083145132
2025-09-11,0.37818091266029913,0.39791923047935734,0.04502832124106534,-0.050033477162318145
2025-09-12,0.3779416423575299,0.3976211454063209,0.044756924597896576,-0.05119277201853916
2025-09-15,0.3787503771595213,0.40000548853726076,0.043343770162121105,-0.0516484050518169
2025-09-16,0.3778776063249671,0.39924254223264155,0.04138043650793578,-0.05052261932604706
2025-09-17,0.3775212667394741,0.3996586986893637,0.03794838872153792,-0.05240911762982598
2025-09-18,0.3797076377894216,0.3993693053641607,0.03707808878358132,-0.04625986015271746
2025-09-19,0.3798809379336786,0.39948127193781546,0.0383461250779101,-0.043361827367312956
2025-09-22,0.3789955011982644,0.3987415847720916,0.03468613420705499,-0.03780685229022361
2025-09-23,0.37753812774589984,0.3972723316625067,0.031142895331241684,-0.0379670157134818
2025-09-24,0.37702922765752767,0.3967813608975254,0.029683421199701247,-0.0384365511787479
2025-09-25,0.3778371994867211,0.39708453177382097,0.028114421517983768,-0.03843422440745297
2025-09-26,0.37776876254656755,0.39688342241228824,0.02627333661197253,-0.03849223934845919
2025-09-29,0.3768987462253712,0.39704556048687817,0.033229044299715585,-0.03548718522241198
2025-09-30,0.3764011997488174,0.3960621707586908,0.03136599549303603,-0.03656751198260063
